研报名称,机构名称,发布时间,行业,网页链接,PDF直链
化工：2025世界机器人大会开幕，具身智能及应用场景成关键词,华金证券,2025-08-11 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=myuFwwKf/Nd6031jbMlYpRgYR5TRQWPKaPGnhi3+aIY=,https://pdf.dfcfw.com/pdf/H3_AP202508101725059952_1.pdf
2025中国绿氢产业发展蓝皮书,深圳市高工咨询,2025-07-07 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XYPnWY1KD0H+1xxFhwRzTTal/xvOQTYKguR2zpNGWHg=,https://pdf.dfcfw.com/pdf/H3_AP202507071704408494_1.pdf
化工行业周报：本周液氯、棕榈油、盐酸、NYMEX天然气等产品涨幅居前,民生证券,2025-06-10 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ezbXk6xnu/vida2lPUEpFc2A588x86oSAKfBiUUu/QY=,https://pdf.dfcfw.com/pdf/H3_AP202506091687816217_1.pdf
2025年化工行业分析,联合资信评估,2025-05-13 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=i27QAj+XaAmCe1/E4tMYozEA5gMTnCtqit7MMG89CVg=,https://pdf.dfcfw.com/pdf/H3_AP202505121671769827_1.pdf
基础化工行业周报：制冷剂行业持续景气，二乙醇胺、顺酐涨幅居前,上海证券,2025-04-30 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Gy+zGb6H7w654pjeC7meZiBEoSiekLVlZ7tXqsp/pLY=,https://pdf.dfcfw.com/pdf/H3_AP202504301664943090_1.pdf
AI营销提升顾客生命周期价值,深演智能,2025-03-07 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=fa91g1pIaJCKpJAXgbgqunRubOR/RPEOWNLR0CW2gqw=,https://pdf.dfcfw.com/pdf/H3_AP202503071644144702_1.pdf
基础化工行业研究：人形机器人：开启量产元年，材料端迎来机遇,国金证券,2025-02-26 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=FHY8nGU6f2N/ri3T6YGWEAt+mmtZ0xwKlQHH9qtxEO4=,https://pdf.dfcfw.com/pdf/H3_AP202502261643517573_1.pdf
基础化工行业周报：Q4末沪（深）股通持股数据公布，新凤鸣、杭氧股份等持股环比增幅居前,开源证券,2025-01-13 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=RNR7w6Psphxa+Vc3J46BtmXxvfF4/X+E/R9wd7U4ljU=,https://pdf.dfcfw.com/pdf/H3_AP202501131641904413_1.pdf
化学纤维行业深度报告：供需格局渐入佳境，盈利中枢或将上移,开源证券,2024-07-04 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Zn1qN9Fg/dEFxmRHFZEXguyjeOi/c4wuV7r6ku2A07M=,https://pdf.dfcfw.com/pdf/H3_AP202407041637555885_1.pdf
地产链化工品追踪系列报告（2024-06）：地产政策持续发力，MDI等化工品月均价环比回升,信达证券,2024-07-03 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9T8kMCDZcucmvJ3P9dogLgoCCplKGdZP2QOPVR/WPx0=,https://pdf.dfcfw.com/pdf/H3_AP202407031637497501_1.pdf
基础化工行业周报：涤纶长丝大厂产销放量，MDI供应偏紧价格上涨,太平洋,2024-06-19 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/XLss0FXBAHsFdwJ+RsDodBnwpzY6H4swFE4ar/B9GI=,https://pdf.dfcfw.com/pdf/H3_AP202406191636687414_1.pdf
基础化工行业2024年度中期策略,国金证券,2024-06-13 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=haMSnguimmW6BfwszMb7zcg3Te15vVUUBMq27fo/R2w=,https://pdf.dfcfw.com/pdf/H3_AP202406131636076911_1.pdf
涤纶长丝行业点评：涤纶长丝供给端扰动，看好行业景气修复,国信证券,2024-05-14 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DfMYJ3E+7NUNbxBvspfgegjySii6XuLpsts2iD7rxSk=,https://pdf.dfcfw.com/pdf/H3_AP202405141633070561_1.pdf
三大机构维持2024年全球原油去库格局 并新增2025年预测显分歧,东吴证券,2024-05-10 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Hjz9RFAvQr6xVWzpGqOuQKkJFmB9P3gM25mTq6QtBss=,https://pdf.dfcfw.com/pdf/H3_AP202405101632808346_1.pdf
粘胶长丝行业点评：国风需求提振提花面料景气，粘胶长丝供需格局改善,国信证券,2024-04-09 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mHE0UeHLXoBE9ORkd4aLirTNk2QjEtV3FEHFWmnnK6U=,https://pdf.dfcfw.com/pdf/H3_AP202404091630076118_1.pdf
化纤行业信用风险研究,大公国际,2024-03-25 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=+BPKY7dATa2acOrEl+FghyoQ2WP9CzkuWm1OllPGj2s=,https://pdf.dfcfw.com/pdf/H3_AP202403251628069774_1.pdf
地产链化工品追踪系列报告（2024-01）：多产品春节前供需两弱,信达证券,2024-02-05 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cltCfXy5a9ZI64Z2Z/0d4I6U8NhuTaIRdb9ZLQ5Ep80=,https://pdf.dfcfw.com/pdf/H3_AP202402051620565550_1.pdf
卫星化学及烯烃行业周度动态跟踪,华安证券,2024-01-23 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3yj4n4bfL1RxlrCpNmVbThxWTT/PlD5fAHbJ/0EKF0E=,https://pdf.dfcfw.com/pdf/H3_AP202401231617948313_1.pdf
基础化工合成生物学周报：信阳市推进“禁塑令”落实，生物碱ajmaline实现生物合成,华安证券,2024-01-22 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WAJ8XFR/Mc1q3yJlfqCGemC0oca2p/esAfZHntXqkxU=,https://pdf.dfcfw.com/pdf/H3_AP202401211617888681_1.pdf
基础化工行业周报：巴斯夫湛江基地热塑性聚氨酯装置竣工，MDI、烧碱价差扩大,华安证券,2024-01-22 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=WAJ8XFR/Mc1q3yJlfqCGegrQs40cXainVRbp07xkdOE=,https://pdf.dfcfw.com/pdf/H3_AP202401211617888673_1.pdf
基础化工行业双周报：2024年度氢氟碳化物生产、使用和进口配额核发情况公示,东莞证券,2024-01-15 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MmiXeizh4pM1VOKy01Qmuyw3nqtAIWHldeKavBKvyY4=,https://pdf.dfcfw.com/pdf/H3_AP202401151617484863_1.pdf
基础化工行业简评：2024年度三代制冷剂配额落地，配额集中度高，有望推动行业景气度提升,东海证券,2024-01-15 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MmiXeizh4pM1VOKy01Qmu0GO0KugnNlq0G0D2RivF1g=,https://pdf.dfcfw.com/pdf/H3_AP202401151617489396_1.pdf
基础化工行业研究：制冷剂配额落地，美国CES展会举行,国金证券,2024-01-15 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MmiXeizh4pM1VOKy01QmuyslajZQQaBb/1k1v3x1r1U=,https://pdf.dfcfw.com/pdf/H3_AP202401151617485826_1.pdf
化工&新材料行业周报：三代制冷剂价格明显上涨，氟化工有望迎来长景气周期,太平洋,2024-01-11 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cMrscxhTNeD30EhuyLHM/3GH1IqH9o3hUNiGwwthLqY=,https://pdf.dfcfw.com/pdf/H3_AP202401111617249197_1.pdf
基础化工行业周报：制冷剂R134a等涨幅居前，持续关注涤纶长丝板块机会,华鑫证券,2024-01-08 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lFReyAlqf7mRu1NdtGPXXFLqrB1+lXcYFqAdBGVW2KA=,https://pdf.dfcfw.com/pdf/H3_AP202401081616762676_1.pdf
合成生物学周报：迪拜禁塑令开始实行，蓝细菌光驱固碳助力实现双碳目标,华安证券,2024-01-08 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=nl04UOU2VyzqS24zxI+98g8Z1zSpEyszgV3a3bE1QZQ=,https://pdf.dfcfw.com/pdf/H3_AP202401071616758082_1.pdf
基础化工行业事件点评：《推进磷资源高效高值利用实施方案》发布，助推行业高质量发展,东莞证券,2024-01-04 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=qcyg8qEL40kLAHU4s3tzyWB/205g5oOhdZhiItAHs/c=,https://pdf.dfcfw.com/pdf/H3_AP202401041616340125_1.pdf
新材料行业周报：维信诺（合肥）柔性AMOLED模组生产线成功点亮，关注柔性显示用PI材料,开源证券,2024-01-04 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=qcyg8qEL40kLAHU4s3tzyWC4vwHOhHVmi1YOT0oDzM0=,https://pdf.dfcfw.com/pdf/H3_AP202401041616289279_1.pdf
基础化工行业双周报：PEEK材料概念股大幅上涨,东莞证券,2024-01-02 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=1vMpBraspMdLrIFteScEBkUcr4kmC8tnb1DC9ZuwnyE=,https://pdf.dfcfw.com/pdf/H3_AP202401021615911815_1.pdf
基础化工行业周报：发改委发布《产业结构调整指导目录（2024年本）》，己二酸、TDI价差扩大,华安证券,2024-01-02 00:00:00.000,化学纤维,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=V+uaW2TcYMsrO+bDjRs3N/tHf0SuMCEIrHP2EetIH1M=,https://pdf.dfcfw.com/pdf/H3_AP202401011615911286_1.pdf
