研报名称,机构名称,发布时间,行业,页数,网页链接,PDF直链
光伏行业周报,国新证券股份,2026-03-19 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=HYCqBDbQ2Zu7VuZ1sjPwk0/yiyoydwPhOeQhdZYqOnA=,https://pdf.dfcfw.com/pdf/H3_AP202603191820651253_1.pdf
电力设备：中国加入《三倍核能宣言》，全球核能加速复兴，看好中国核工业的成长性,中邮证券,2026-03-18 00:00:00.000,光伏设备,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=s7nmvLweMqllj8ucx4/dSZEgbFNM0PzWAo2bjHYC7Qc=,https://pdf.dfcfw.com/pdf/H3_AP202603181820617064_1.pdf
光模块设备行业深度：AI发展带动光模块需求爆发，看好封装测试设备商充分受益,东吴证券,2026-03-16 00:00:00.000,光伏设备,69,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ivGavoqmU0N6YSeJK0gsmoKudv+ygkuWF0xYfjwEgnM=,https://pdf.dfcfw.com/pdf/H3_AP202603161820571607_1.pdf
钙钛矿——下一代太空光伏的重要选择,华金证券,2026-03-15 00:00:00.000,光伏设备,45,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7HIURRqTbuK4ZnlEb5bC0Shr6sgkq9dzHSsW7ZMSm4Y=,https://pdf.dfcfw.com/pdf/H3_AP202603151820564994_1.pdf
光伏行业周报,国新证券股份,2026-03-12 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=duOKd2B+lgzBov5ATCbG/+9kGqV/qOfCdzL5l+wphPg=,https://pdf.dfcfw.com/pdf/H3_AP202603121820526584_1.pdf
光伏行业周报,国新证券股份,2026-03-12 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=duOKd2B+lgzBov5ATCbG/9AzKJH7AFmJwAvtUqRLJ4M=,https://pdf.dfcfw.com/pdf/H3_AP202603121820506040_1.pdf
电力设备行业周报：算电协同上升为国家战略，AI能耗时代下绿电、电力设备与IDC三大主线共振,华鑫证券,2026-03-10 00:00:00.000,光伏设备,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=G5q0J7vI7MapkjMb9ILLSRmgJ7ZikwK8XjB9qVxuq+w=,https://pdf.dfcfw.com/pdf/H3_AP202603101820459725_1.pdf
太空光伏专题（二）市场篇：通信奠基、算力爆发，百GW级高盈利市场可期,国金证券,2026-03-10 00:00:00.000,光伏设备,24,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=G5q0J7vI7MapkjMb9ILLSUDBWR1T60VGIPw2hVGZk6c=,https://pdf.dfcfw.com/pdf/H3_AP202603101820434541_1.pdf
新能源行业ESG白皮书,荣续ESG智库研究中心,2026-03-04 00:00:00.000,光伏设备,35,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cu8BCf0ftWWii/wCWbhyPp8HCvvWNTAZuHttZ+JfZX8=,https://pdf.dfcfw.com/pdf/H3_AP202603031820234612_1.pdf
光储充行业ESG白皮书,荣续ESG智库研究中心,2026-03-03 00:00:00.000,光伏设备,50,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cu8BCf0ftWWii/wCWbhyPne6dOxZpzfDwWmo2WCyYI4=,https://pdf.dfcfw.com/pdf/H3_AP202603031820234574_1.pdf
储能行业ESG白皮书,荣续ESG智库研究中心,2026-03-03 00:00:00.000,光伏设备,52,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cu8BCf0ftWWii/wCWbhyPqQqBSv2RNQNjVf5uFbGyfg=,https://pdf.dfcfw.com/pdf/H3_AP202603031820234565_1.pdf
电力设备行业周报：Token出海调用量爆发拉动国产算力需求，涨价推动IDC与电力设备景气上行,华鑫证券,2026-03-02 00:00:00.000,光伏设备,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xaPE959pU87MWNSCxuLFL4GeVpISatuKYTRI2TcW7ro=,https://pdf.dfcfw.com/pdf/H3_AP202603021820171155_1.pdf
光伏行业“反内卷”政策研究：政策合力下的产业格局重塑与价值重估,联储证券,2026-03-02 00:00:00.000,光伏设备,13,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xaPE959pU87MWNSCxuLFLxtCh032v4LBMUasxTS7AAk=,https://pdf.dfcfw.com/pdf/H3_AP202603021820193332_1.pdf
战略新兴产业之光热发电：政策+市场双加持 光热发电站上规模化新风口,大公国际资信评估,2026-03-02 00:00:00.000,光伏设备,8,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xaPE959pU87MWNSCxuLFLzWOsSSLOVfhHCW9f3Sx2lY=,https://pdf.dfcfw.com/pdf/H3_AP202603021820175270_1.pdf
太空光伏研究专题：逐梦航天，太空光伏技术与市场前景展望,国信证券,2026-03-01 00:00:00.000,光伏设备,38,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8i8k756OKMtArLgmB92aQxO1/7u/HsWwD+vjLUNyEHI=,https://pdf.dfcfw.com/pdf/H3_AP202603011820159859_1.pdf
光伏行业周报,国新证券股份,2026-02-26 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=TEd3mUG928C5xLh9mxyBS9EAGMGsHyLP4a64npHoosY=,https://pdf.dfcfw.com/pdf/H3_AP202602261820070133_1.pdf
2026年度光伏设备行业策略报告：光伏设备商基本面筑底，看好太空算力应用场景打开&海外地面需求增长,东吴证券,2026-02-24 00:00:00.000,光伏设备,61,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7MkoqOEIgNg/XOqZyrzqNgSDz1FQo3v7BK79RdAZbWg=,https://pdf.dfcfw.com/pdf/H3_AP202602241819990425_1.pdf
光伏行业周报,国新证券股份,2026-02-21 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=tJcSnfpJq0g4B2iySjXZr1nW0E4gUNMgXQHreLojUOs=,https://pdf.dfcfw.com/pdf/H3_AP202602211819975822_1.pdf
光伏行业周报,国新证券股份,2026-02-21 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=tJcSnfpJq0g4B2iySjXZr1QOcShxRUE9GgyGJyKSxrk=,https://pdf.dfcfw.com/pdf/H3_AP202602211819975784_1.pdf
第二生命光伏组件的性能与可靠性方面,国际能源署,2026-02-12 00:00:00.000,光伏设备,56,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sAZcy8K1Ey2DA1uc2IQCXHWfZaT5NGy0HaGCxPsnIMg=,https://pdf.dfcfw.com/pdf/H3_AP202602121819896514_1.pdf
光伏制造业2026年展望：技术加速迭代驱动结构化调整，行业盈利有望修复,大公国际资信评估,2026-02-12 00:00:00.000,光伏设备,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sAZcy8K1Ey2DA1uc2IQCXBNCw/mLicnDh5Gn700k5i8=,https://pdf.dfcfw.com/pdf/H3_AP202602121819894900_1.pdf
中国光伏制造行业展望，2026年2月,中诚信国际,2026-02-06 00:00:00.000,光伏设备,23,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xqcChq2sXK/UvLR0XunWJYcdzzwTkNsopJP6pArRAic=,https://pdf.dfcfw.com/pdf/H3_AP202602061819809748_1.pdf
电力设备行业点评报告：全国性储能容量电价出台，独立储能盈利模式重构,东吴证券,2026-02-02 00:00:00.000,光伏设备,2,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YE65Nzv4hDtw2Ic9QSC9Iwph/foL6DN8hU+zms0eBr0=,https://pdf.dfcfw.com/pdf/H3_AP202602021819266492_1.pdf
电力设备及新能源：容量电价机制升级，新型储能迎发展良机,华金证券,2026-02-01 00:00:00.000,光伏设备,4,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=y+eIPaz1gSrBcZmYngL6KjdAG0x0n7pixTUg40LjYa8=,https://pdf.dfcfw.com/pdf/H3_AP202602011819121451_1.pdf
电力设备2025年业绩前瞻：电网投资持续位居高位 储能装机高景气,华源证券,2026-01-30 00:00:00.000,光伏设备,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Vbzdc53JbV6/GPJE8j/CmoJRksiZI3fSFBxcXL4Mhuw=,https://pdf.dfcfw.com/pdf/H3_AP202601301818583937_1.pdf
光伏行业动态点评：国内反内卷+马斯克太空光伏扩产共振，关键仍在设备、材料,中银证券,2026-01-29 00:00:00.000,光伏设备,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vQBx8EoWSH5B8Z9rNTdBqJJvLU0IxyAEXPsXEifpIG8=,https://pdf.dfcfw.com/pdf/H3_AP202601291818548204_1.pdf
电力设备行业点评报告：太空光伏：卫星目前关键能源、火箭运力或迎非线性增长，太空算力空间远大,东吴证券,2026-01-28 00:00:00.000,光伏设备,2,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ikE04sL12nmO9bRYwlVPJCSseYJYMgevTSCTU/9a/Lo=,https://pdf.dfcfw.com/pdf/H3_AP202601281818489871_1.pdf
光储行业：零碳智造·2025工商业光储发展蓝皮书,高维咨询(深圳),2026-01-27 00:00:00.000,光伏设备,112,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ti0C8157FPcX743pDeeMGHVyMkZHjAv+y+bBYKj5apw=,https://pdf.dfcfw.com/pdf/H3_AP202601271818450094_1.pdf
光伏设备行业深度报告：太空光伏深度报告：光伏向空，志在星海,开源证券,2026-01-26 00:00:00.000,光伏设备,39,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=uCuz1KEXcKJMpBWuIAES1qOQyEgNLIj9/varsjmzmPU=,https://pdf.dfcfw.com/pdf/H3_AP202601261818421871_1.pdf
光伏设备行业点评报告：马斯克规划100GW光伏产能，设备商有望充分受益于海外地面+太空光伏双重机遇,东吴证券,2026-01-25 00:00:00.000,光伏设备,2,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8jQuetzjc5zgM1VH0ySlUsFJhhh1V3ca3y15xrhxoug=,https://pdf.dfcfw.com/pdf/H3_AP202601251818379242_1.pdf
电力设备与新能源行业深度报告：AIDC供电三重挑战下，SST率军突围,华金证券,2026-01-19 00:00:00.000,光伏设备,42,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9pB72vVM/uzl593cCjatHXgUGy5yMPMVYIHH7iq84Tc=,https://pdf.dfcfw.com/pdf/H3_AP202601191818114430_1.pdf
光伏设备行业点评报告：光伏设备：硅基HJT是太空光伏的最优方案，看好设备商受益于太空光伏历史性机遇,东吴证券,2026-01-15 00:00:00.000,光伏设备,2,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=IlKKv3KaMlIRvoUT7rsNWSzqg3eNc6Ehl9k164XMvlU=,https://pdf.dfcfw.com/pdf/H3_AP202601141817023229_1.pdf
光储行业跟踪：光伏出口退税取消，硅料价格小幅上涨,爱建证券,2026-01-13 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kIwPO1Ct+MRZqqOkXrDev91bWAXb2bJ5MvftstKmz1I=,https://pdf.dfcfw.com/pdf/H3_AP202601131816983548_1.pdf
大规模太阳能光伏电站的本地环境影响与效益,国际可再生能源署,2026-01-13 00:00:00.000,光伏设备,56,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kIwPO1Ct+MRZqqOkXrDev2zhx3jX8IfSHSEwjB9wjNU=,https://pdf.dfcfw.com/pdf/H3_AP202601131816972382_1.pdf
电力设备行业周报：国内数据中心迎扩容与升级新周期，直流供电设备有望率先受益,华鑫证券,2026-01-13 00:00:00.000,光伏设备,19,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kIwPO1Ct+MRZqqOkXrDev5mJ94AxqZSMlXX9fQw3aF0=,https://pdf.dfcfw.com/pdf/H3_AP202601131816964676_1.pdf
202512光伏行业月度报告：11月光伏新增装机同比下降11.9%，组件逆变器出口同环比增长,山西证券,2026-01-12 00:00:00.000,光伏设备,11,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=VtmUejrZ1Hq2VTFsELyqsqdLKKSCy50wMaamCakH3SM=,https://pdf.dfcfw.com/pdf/H3_AP202601121816942978_1.pdf
商业航天系列报告之一：太空打开光伏增长空间，重启从0到1成长之旅,中银证券,2026-01-12 00:00:00.000,光伏设备,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=VtmUejrZ1Hq2VTFsELyqsvTovq3L5BTjh2qtUMcyjgU=,https://pdf.dfcfw.com/pdf/H3_AP202601121816937521_1.pdf
光伏设备行业点评报：光伏出口退税将全面取消，倒逼行业高质量发展,开源证券,2026-01-11 00:00:00.000,光伏设备,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GXiXWtpteSOXX+ml9b3cq1CR3Cy6ARYY1gSl9/t1y9I=,https://pdf.dfcfw.com/pdf/H3_AP202601111816922635_1.pdf
光伏产业绿色发展政策解析,中国电子技术标准化研究院,2026-01-09 00:00:00.000,光伏设备,25,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Vop7cteqKPwqH+c7kmo/LJx26fksx0mOdTodxE/TKao=,https://pdf.dfcfw.com/pdf/H3_AP202601091816878749_1.pdf
光伏行业周报,国新证券股份,2026-01-08 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vsm1MuxwuKdLBMcRAkEl8WeZRR/XuZVxOhOKMNBejnE=,https://pdf.dfcfw.com/pdf/H3_AP202601081816854276_1.pdf
光伏行业2026年行业策略：反内卷加速供需重塑，重视新技术、新场景,太平洋,2026-01-08 00:00:00.000,光伏设备,27,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vsm1MuxwuKdLBMcRAkEl8X/kk7B0kfNnEbxGAYR8FDA=,https://pdf.dfcfw.com/pdf/H3_AP202601081816835672_1.pdf
光伏设备行业深度：太空算力中心具备颠覆性优势，HJT或为能源系统最优解,东吴证券,2026-01-08 00:00:00.000,光伏设备,44,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vsm1MuxwuKdLBMcRAkEl8VzOHTQvct7uxlAlgGQ3HPY=,https://pdf.dfcfw.com/pdf/H3_AP202601081816841520_1.pdf
太空光伏：地外可靠能源，前景星辰大海,东吴证券,2026-01-07 00:00:00.000,光伏设备,33,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dufd96+sA/vDE4TofWNcgOE4wbEDlFChLuLnz+CTlqU=,https://pdf.dfcfw.com/pdf/H3_AP202601061816233505_1.pdf
核电产业报告1：全球核电复兴下的4代核电的投资机会,中邮证券,2026-01-06 00:00:00.000,光伏设备,36,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dufd96+sA/vDE4TofWNcgP/sYem/0nGN2vxSbv9aUYs=,https://pdf.dfcfw.com/pdf/H3_AP202601061816019358_1.pdf
电力设备点评报告：光热有望在电力市场化中重新被定价,中邮证券,2026-01-06 00:00:00.000,光伏设备,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dufd96+sA/vDE4TofWNcgHhBZqAo3+gv2UK6VTZIIHw=,https://pdf.dfcfw.com/pdf/H3_AP202601061815957387_1.pdf
电力设备与新能源行业研究：太空光伏专题（一）技术篇-从高可靠性迈向高性价比，超高壁垒铸就蓝海市场,国金证券,2026-01-04 00:00:00.000,光伏设备,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=on7CbnDb39ztAwdjBjvFIzMpcBrz04wACN+noVwAiDI=,https://pdf.dfcfw.com/pdf/H3_AP202601031813956314_1.pdf
光伏行业周报,国新证券股份,2025-12-31 00:00:00.000,光伏设备,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0UMGqDnZbBqL2Ad6MHdmDyXybCZk+6RHIUSnSUwbHW4=,https://pdf.dfcfw.com/pdf/H3_AP202512311811984724_1.pdf
装备制造行业周报（12月第4周）：光伏硅片报价上行,世纪证券,2025-12-31 00:00:00.000,光伏设备,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0UMGqDnZbBqL2Ad6MHdmD9w2n3z7RVTgX2c2CugQ9ek=,https://pdf.dfcfw.com/pdf/H3_AP202512311811871960_1.pdf
极端天气对光伏电站的运行和经济影响,国际能源署,2025-12-31 00:00:00.000,光伏设备,77,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0UMGqDnZbBqL2Ad6MHdmD9Gee5eXv5u2OTzgmbWOuto=,https://pdf.dfcfw.com/pdf/H3_AP202512311811775945_1.pdf
电力设备行业动态点评报告：11月装机数据：光伏新增装机22.02GW，风电新增装机12.49GW,华龙证券,2025-12-26 00:00:00.000,光伏设备,3,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2xV1PvvT9zZfDSJyjy98JfybJzDhUGthdiHYHLoYs98=,https://pdf.dfcfw.com/pdf/H3_AP202512261808644986_1.pdf
光伏产品碳足迹核算平台建设及国际标准化实践：如何破解国际绿色贸易壁垒中通用数据库应用的局限性,中国电子技术标准化研究院,2025-12-26 00:00:00.000,光伏设备,46,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2xV1PvvT9zZfDSJyjy98JZEEYUXZYrF7CtT147fSIhQ=,https://pdf.dfcfw.com/pdf/H3_AP202512261808574210_1.pdf
