研报名称,机构名称,发布时间,行业,页数,网页链接,PDF直链
有色金属周报：电解铝去库拐点已现，看好稀土锡钨,国金证券,2026-04-19 00:00:00.000,能源金属,16,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=QVk5BeptH2ssWz00IL1T60Pkp4UV5pYW0yoLeF8/ssE=,https://pdf.dfcfw.com/pdf/H3_AP202604191821322483_1.pdf
有色金属行业周报：铝供应扰动升级，继续看多稀土、锡价上行,国金证券,2026-04-07 00:00:00.000,能源金属,15,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XVAfjuZIpCSkgf2k6P2gpQrEqLPBHkuqjLtPUuPvQoo=,https://pdf.dfcfw.com/pdf/H3_AP202604071821037373_1.pdf
黑色金属周报：原料端情绪驱动较强，钢铁权益再入击球区,国金证券,2026-03-22 00:00:00.000,能源金属,14,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sCCCruEGNuZ6Q3m7hzViQq+haKxF6KiauzX0SspRftw=,https://pdf.dfcfw.com/pdf/H3_AP202603221820687994_1.pdf
有色金属周报：宏观扰动错杀，看好钨、稀土价格走稳回升,国金证券,2026-03-22 00:00:00.000,能源金属,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sCCCruEGNuZ6Q3m7hzViQr6KE1/bjkEZQSiZlKX3ZAI=,https://pdf.dfcfw.com/pdf/H3_AP202603221820687967_1.pdf
镁行业深度（Ⅲ）：镁合金行业需求弹性或进入加速释放新周期,东兴证券,2026-03-18 00:00:00.000,能源金属,20,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=s7nmvLweMqllj8ucx4/dSYYFMOAGD/tf54P6T+32XYY=,https://pdf.dfcfw.com/pdf/H3_AP202603181820611580_1.pdf
有色金属：战略性矿产镍的产业链看点梳理,上海证券,2026-03-17 00:00:00.000,能源金属,19,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wgy5GfHBY5ZK7yGs2a3VyUocaV+7mP4DaGkb/dcML1A=,https://pdf.dfcfw.com/pdf/H3_AP202603171820592918_1.pdf
2025年中国区域能源体系行业研究报告,硕远咨询,2026-03-15 00:00:00.000,能源金属,23,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7HIURRqTbuK4ZnlEb5bC0fXOeR74coa5UuGJSBdul+s=,https://pdf.dfcfw.com/pdf/H3_AP202603151820564863_1.pdf
能源行业：燃气复合样式供暖与烟气源系统应用,方快锅炉,2025-12-16 00:00:00.000,能源金属,32,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Z06Gq8UmQlszi+vrnDh7BGA1SCMckA7kZpE+3yXi4tA=,https://pdf.dfcfw.com/pdf/H3_AP202512161801634842_1.pdf
金属行业Q4投资策略：多金属战略属性持续增强，推动价值重估,国信证券,2025-10-13 00:00:00.000,能源金属,65,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=qfXHKU/bUZjBoEO2Hcm798Sr1DlOFoE8DEJIQs8Ob50=,https://pdf.dfcfw.com/pdf/H3_AP202510131761507101_1.pdf
新形势下新型储能发展趋势分析,中国新型储能产业创新联盟,2025-09-01 00:00:00.000,能源金属,31,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MJ3xioKgNhk1hYhJk1W6aGGOnXF2HQ9YpNolMBDg2m4=,https://pdf.dfcfw.com/pdf/H3_AP202509011737555581_1.pdf
锂行业动态报告：供应端干扰加剧，周期底部夯实,民生证券,2025-07-31 00:00:00.000,能源金属,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=vzAfMOGLZAnAerXkGOoW7M5aE1pDTTxw3F2dlxXNFEg=,https://pdf.dfcfw.com/pdf/H3_AP202507301718528137_1.pdf
受益供给侧管理强化 稀土景气度将持续回升,第一创业,2025-07-22 00:00:00.000,能源金属,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=T5SG4XxD5V5I2qKDy8xiyiRu4nX/BBDgpdAjnyzCYAE=,https://pdf.dfcfw.com/pdf/H3_AP202507221713554217_1.pdf
实现绿色氢能发展,国际可再生能源署,2025-07-08 00:00:00.000,能源金属,52,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=E/Zy4FO8iPoSgOdUkCRmgtOqG1jx2GxAKc/slursHiw=,https://pdf.dfcfw.com/pdf/H3_AP202507081704995717_1.pdf
能源及稀有金属周度观察,国新证券股份,2025-07-05 00:00:00.000,能源金属,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mA7CY2SndG8r2x5lXpKny8mu/dEXilTxW7WaTkv3eY4=,https://pdf.dfcfw.com/pdf/H3_AP202507051703239348_1.pdf
金属行业2025年中期投资策略系列报告之贵金属篇：烽烟卷起怒涛滔，金阙九霄破浪高,民生证券,2025-06-24 00:00:00.000,能源金属,46,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jut0aI8nrdnNUFt4tYZTyPbXZdG3YytGgxvF7FKGD3E=,https://pdf.dfcfw.com/pdf/H3_AP202506241696840498_1.pdf
金属行业2025年中期投资策略系列报告之小金属&新材料篇：战略金属重新定价，新材料迭代创机遇,民生证券,2025-06-22 00:00:00.000,能源金属,112,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=j1WqM58Me1dKyMbzmc5EuKkzpOqBVjK+eP04wL7xnlQ=,https://pdf.dfcfw.com/pdf/H3_AP202506211694850754_1.pdf
金属行业2025年中期投资策略系列报告之能源金属篇：否极泰来，曙光已现,民生证券,2025-06-21 00:00:00.000,能源金属,50,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=j1WqM58Me1dKyMbzmc5EuP+bIANP9eKw6loexmXJSfc=,https://pdf.dfcfw.com/pdf/H3_AP202506211695144002_1.pdf
金属行业2025年中期投资策略系列报告之工业金属篇：莫听穿林打叶声，何妨吟啸且徐行,民生证券,2025-06-20 00:00:00.000,能源金属,71,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=P47yvQhJvS52P+f3LJNJpBrXFa+p6O6YZM4D7OFgjVc=,https://pdf.dfcfw.com/pdf/H3_AP202506201694370235_1.pdf
浅析美乌“矿产换援助”对中国稀土行业的影响,联合资信,2025-05-09 00:00:00.000,能源金属,5,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=eauVOZRgbN8LwwTqrtaVjetgI8Q6WPjk6XYVasUSpgs=,https://pdf.dfcfw.com/pdf/H3_AP202505091669867128_1.pdf
实现可再生能源的零排放,TIREA,2025-04-15 00:00:00.000,能源金属,63,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=rbyFIo9dmlJrH7JKw/gMs16lPfIUr0eXWmQBbT5l4S0=,https://pdf.dfcfw.com/pdf/H3_AP202504151656885050_1.pdf
能源金属行业研究：钴价蓄势待发，期待锂价下行负反馈,国金证券,2025-03-23 00:00:00.000,能源金属,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=4o96xi+P6mrL36j+76sat2gFmVhAdx2QcTaeRzyAM0Y=,https://pdf.dfcfw.com/pdf/H3_AP202503231646489782_1.pdf
能源金属周报：刚果金政策扰动，钴板块迎来曙光,国金证券,2025-03-17 00:00:00.000,能源金属,9,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2FV6YWxVvwSERBeA1NZg4bxcDrU9N8F2WTwdyY2ziIE=,https://pdf.dfcfw.com/pdf/H3_AP202503171644434293_1.pdf
真“锂”探寻系列14：澳矿24Q4跟踪：成本压力加剧，产能有望继续出清,民生证券,2025-03-16 00:00:00.000,能源金属,25,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ohpblsnPkpi9igb97uI5LDnHCG3R0xeFgKxxKimlnfY=,https://pdf.dfcfw.com/pdf/H3_AP202503161644416993_1.pdf
能源周观点：供应过剩预期持续打压油价,国金证券,2025-03-04 00:00:00.000,能源金属,12,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=hWSJ0Vep/zs8b/qXhZX6RrttLD6aST30ji9Tht96gIc=,https://pdf.dfcfw.com/pdf/H3_AP202503041644025337_1.pdf
锂行业供需展望：锂资源产能开始出清，锂价有望逐步迎底部反转,国信证券,2025-03-03 00:00:00.000,能源金属,33,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=RVfHWybq3DZRHQJOx9m/mpTzXpe4LoXbrVqu/7tUt08=,https://pdf.dfcfw.com/pdf/H3_AP202503031643997149_1.pdf
全球技术报告：能源行业洞察-打造数据与决策能力，推进下一阶段数智化转型,毕马威,2025-02-28 00:00:00.000,能源金属,15,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=K+0IubMWZ5a2RwoFm3KG0bVs6SDj7x+g/PSjo+B4YqA=,https://pdf.dfcfw.com/pdf/H3_AP202502281643597934_1.pdf
有色金属行业：稀土供给侧管理强化 行业景气度降低回升,第一创业,2025-02-21 00:00:00.000,能源金属,6,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=JPUrw04F392ZQQvQU0vx/mT8EUM47VsPxEbDQT3SskQ=,https://pdf.dfcfw.com/pdf/H3_AP202502211643351445_1.pdf
工业和能源金属周报：电解铝盈利逐步修复并走阔，持续推荐电解铝板块,华源证券,2025-01-19 00:00:00.000,能源金属,16,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=42ilRfV7w9pVCLHo5TsHp/TNRjOarnpG1IqI78fweJE=,https://pdf.dfcfw.com/pdf/H3_AP202501191642343080_1.pdf
金属行业2025年度投资策略系列报告之小金属&新材料篇：“优势在我”，顺“势”而为,民生证券,2024-12-19 00:00:00.000,能源金属,106,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=gaQ/gb19ItIkgCR1c1K2a9yY05Hz4mw56Fs1wfWkju0=,https://pdf.dfcfw.com/pdf/H3_AP202412191641363485_1.pdf
金属行业2025年度投资策略系列报告之能源金属篇：出清信号明显，曙光已现,民生证券,2024-12-18 00:00:00.000,能源金属,53,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mNWsAThPVnEAQUvFdn0lam6BFEIJj4Je5fSyw1MpRGA=,https://pdf.dfcfw.com/pdf/H3_AP202412181641350878_1.pdf
“锂”清过往，合“锂”预期,联合资信,2024-12-17 00:00:00.000,能源金属,11,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=T9eWcpjSUa2oJ9A4xKeW8iuCjAkQFKAWjF/TmbmaCzU=,https://pdf.dfcfw.com/pdf/H3_AP202412171641324246_1.pdf
金属行业2025年度投资策略系列报告之钢铁篇：暗黑时刻，反转在即,民生证券,2024-12-14 00:00:00.000,能源金属,43,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sGqIwIASzmpufTnfoGBN84DmfTOwaDaasX5l603NUB0=,https://pdf.dfcfw.com/pdf/H3_AP202412141641305731_1.pdf
能源金属＆新材料周报：碳酸锂价震荡走弱，关注软磁材料配置机会,华源证券,2024-12-08 00:00:00.000,能源金属,15,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/uHen7jB2WUrCYkPfhjm3bw1swHWfCJo2GZNPugRqXc=,https://pdf.dfcfw.com/pdf/H3_AP202412081641220174_1.pdf
能源周观点：OPEC+需要更坚定的产量政策才能有效支撑油价,国金证券,2024-12-05 00:00:00.000,能源金属,14,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=V8wvn6awcY16UR5dGX5gY0ZWrgaUzgx3/GqDuLr5eds=,https://pdf.dfcfw.com/pdf/H3_AP202412051641187135_1.pdf
能源金属＆新材料周报：碳酸锂价区间震荡，关注软磁材料配置机会,华源证券,2024-12-01 00:00:00.000,能源金属,15,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=z6O1ezoVDID9LJGlCG9KPXTApRfde8MoXMN6buOPLis=,https://pdf.dfcfw.com/pdf/H3_AP202412011641130633_1.pdf
锂行业动态报告：澳矿停产，行业出清信号明显,民生证券,2024-11-20 00:00:00.000,能源金属,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8fMdJwaSKIOiT/yqIyimtaLFtq7rYfItu9TKknEnP4w=,https://pdf.dfcfw.com/pdf/H3_AP202411201640983278_1.pdf
能源金属＆新材料周报：碳酸锂持续走弱，关注软磁材料配置机会,华源证券,2024-10-21 00:00:00.000,能源金属,16,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=mHTpsQbXnzB+s1InFCsKmkaozgNL5BUdtjf0ocfwJSA=,https://pdf.dfcfw.com/pdf/H3_AP202410211640378092_1.pdf
有色金属 能源金属＆新材料周报：碳酸锂冲高回落，关注软磁材料配置机会,华源证券,2024-10-13 00:00:00.000,能源金属,16,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=p9sLAT01v17d99p2NO23e3JA8GpZMAsim0nmGjHBk+c=,https://pdf.dfcfw.com/pdf/H3_AP202410131640277788_1.pdf
金属行业2024年中报总结：工业金属和贵金属利润明显提升，继续看好上游资源板块,国信证券,2024-09-18 00:00:00.000,能源金属,31,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=W5As/G+krTft6ic8t6tc8SxpuUgt94Y0plqxRjW9kCk=,https://pdf.dfcfw.com/pdf/H3_AP202409181639910655_1.pdf
金属行业9月投资策略：供给扰动不断，静待需求预期好转,国信证券,2024-09-08 00:00:00.000,能源金属,29,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=jYIlpLtuUMZzjIMM8jMwV9FkqYIC73uxyQYZ7Wkdkdk=,https://pdf.dfcfw.com/pdf/H3_AP202409081639785957_1.pdf
金属行业2024年中期策略系列报告之能源金属篇：大浪淘沙，守得云开见月明,民生证券,2024-06-13 00:00:00.000,能源金属,47,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=haMSnguimmW6BfwszMb7zejZGANeyNUdFHAJa2vXX00=,https://pdf.dfcfw.com/pdf/H3_AP202406131636075848_1.pdf
能源金属：供给放量汹涌，能源金属价格狂欢后难逃均值回归,惠誉博华信用评级,2024-06-06 00:00:00.000,能源金属,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=zhuqXcnv85b1/Ld/rp7ANZvIrRcphbKHFmXrFFLZ23Y=,https://pdf.dfcfw.com/pdf/H3_AP202406061635689728_1.pdf
能源周观点：油价若要继续上行，还需更多需求利好支撑,国金证券,2024-05-20 00:00:00.000,能源金属,14,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Z8adxjg2/PqbkC+rJv2bX4p7yd2QI4Bkh4/IIvPdQmQ=,https://pdf.dfcfw.com/pdf/H3_AP202405201633871452_1.pdf
金属行业2024年中期投资策略：金、铜配置贯穿全年，供给约束驱动新周期开启,开源证券,2024-05-10 00:00:00.000,能源金属,78,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Hjz9RFAvQr6xVWzpGqOuQFokT1gaGoCCfm+JNeS4sFE=,https://pdf.dfcfw.com/pdf/H3_AP202405101632803673_1.pdf
金属行业5月投资策略：继续看好有色上游机会,国信证券,2024-05-10 00:00:00.000,能源金属,28,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Hjz9RFAvQr6xVWzpGqOuQHEg9OS1oiu3PbA5WrwGM8s=,https://pdf.dfcfw.com/pdf/H3_AP202405101632800679_1.pdf
能源金属行业点评报告：锂矿2023Q4追踪（美洲篇）：盐湖多点开花，锂辉石崭露头角,开源证券,2024-04-22 00:00:00.000,能源金属,20,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=f4cddJnz34JSxH+pw62l7Xnuc8PlBjPLcSgctrz0FDs=,https://pdf.dfcfw.com/pdf/H3_AP202404221631004123_1.pdf
能源金属&小金属周报：继续看好去库持续、开工走弱的锑,国金证券,2024-04-01 00:00:00.000,能源金属,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Qk2P1FSR9mu3FzKELxi6dyYL6nCCWXUdUd1d0M7cxDU=,https://pdf.dfcfw.com/pdf/H3_AP202404011629191747_1.pdf
锂行业深度研究之2024年展望：上游矿山承压，中游增速放缓,招商银行,2024-02-23 00:00:00.000,能源金属,26,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=4QVoFX8grBhvZD4AUBp4XDk5PHMEF8YraO5/HY7665c=,https://pdf.dfcfw.com/pdf/H3_AP202402231623227285_1.pdf
能源金属＆小金属周报：节前交投平淡，看好节后锑价进一步上涨,国金证券,2024-02-04 00:00:00.000,能源金属,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=UR73dh6EUmLTYIGNGKi+UyToXPbAeGn13Tqm9HqcN3U=,https://pdf.dfcfw.com/pdf/H3_AP202402041620273512_1.pdf
有色金属：并购对价“稀奇事”：金诚信以2美元对价并购非洲铜矿,五矿证券,2024-01-24 00:00:00.000,能源金属,8,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cB6fRtqQvSm5s4GAR8ofOHhWc9JtXRGhEtQzq35OJls=,https://pdf.dfcfw.com/pdf/H3_AP202401241617989243_1.pdf
锂思系列1：碳酸锂价格会超跌么？,五矿证券,2024-01-23 00:00:00.000,能源金属,10,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=3yj4n4bfL1RxlrCpNmVbTmyGLvtQhhEhD8M85ouFvn4=,https://pdf.dfcfw.com/pdf/H3_AP202401231617963046_1.pdf
有色行业周报：黄金买入机会显现，铜标的继续持有,西南证券,2024-01-22 00:00:00.000,能源金属,21,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0IbZltAXrYJq0IQGx+OqJUC+w5r9VZuCnsMb+GNHCGk=,https://pdf.dfcfw.com/pdf/H3_AP202401221617904911_1.pdf
能源金属&小金属周报：春节减产临近，继续关注锑涨价,国金证券,2024-01-22 00:00:00.000,能源金属,18,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0IbZltAXrYJq0IQGx+OqJbO4H4Y2apvUikmI5t+djy4=,https://pdf.dfcfw.com/pdf/H3_AP202401221617891012_1.pdf
有色金属行业双周报：美国通胀再次上升，但金属价格保持韧性,国泰君安证券(香港),2024-01-19 00:00:00.000,能源金属,7,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xDrHhXFOvbWgcni5fBTgHyqju/0pgCrUeOTC+0Mjqdo=,https://pdf.dfcfw.com/pdf/H3_AP202401191617731187_1.pdf
有色行业周报：锂矿短期反弹，中长期仍需磨底,西南证券,2024-01-15 00:00:00.000,能源金属,21,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MmiXeizh4pM1VOKy01Qmu5rHUqqdh6GXgrIzonxTWj4=,https://pdf.dfcfw.com/pdf/H3_AP202401151617486102_1.pdf
能源金属&小金属周报：春节窗口期临近，继续看好锑涨价,国金证券,2024-01-15 00:00:00.000,能源金属,17,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MmiXeizh4pM1VOKy01Qmu5sDZf9ImEaKiwIpIhOEbck=,https://pdf.dfcfw.com/pdf/H3_AP202401151617485837_1.pdf
