研报名称,机构名称,发布时间,行业,网页链接,PDF直链
家电行业研究：4月白电排产同比走弱，内销承压出口分化,国金证券,2026-03-29 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dAK1ppXG2ZMmjjQE+9CZ5VoezdeNvy+ucwTJElDrsxo=,https://pdf.dfcfw.com/pdf/H3_AP202603291820837038_1.pdf
「洗碗机美国市场」年度研报：你的跨境电商「口袋分析师」-1对1服务&类目可定制,蔚云出海(广州)企业咨询,2026-03-25 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=BajIUgeK3t6I0eujD3HzAZWvx2S77i1M1IJ1pNEPoMQ=,https://pdf.dfcfw.com/pdf/H3_AP202603251820744972_1.pdf
家电行业日报：出口链：2026M1家电出口同比持平，M2增速显著提升至+29%,太平洋,2026-03-23 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=AXL2dnO3LwnWoDbc/j2fPapz/rXoJiivFTWdakOVUD4=,https://pdf.dfcfw.com/pdf/H3_AP202603231820695066_1.pdf
家电：2026年AWE中国展前专题报告-对标研究、求信咨询、吉图咨询、361ci,广州市吉图企业管理咨询,2026-03-18 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=s7nmvLweMqllj8ucx4/dSW4NJILmCzpMUOiMSUfPmyU=,https://pdf.dfcfw.com/pdf/H3_AP202603181820613911_1.pdf
家电行业周报：AWE 2026启幕，绿联AI NAS新品点亮智能存储新赛道,国金证券,2026-03-15 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=7HIURRqTbuK4ZnlEb5bC0TsuWNfFVVb9ZGYSr0O3nV8=,https://pdf.dfcfw.com/pdf/H3_AP202603151820565998_1.pdf
家电行业2026年3月投资策略：2026年以来大家电需求回暖，美关税降低有利家电出口,国信证券,2026-03-03 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=cu8BCf0ftWWii/wCWbhyPhjZ6FiunCmmKqa2rdVwHbI=,https://pdf.dfcfw.com/pdf/H3_AP202603031820211612_1.pdf
银发经济行业专题：家庭耐用品篇——乘智能化之风，家电家居助力养老护理,国信证券,2026-02-12 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=sAZcy8K1Ey2DA1uc2IQCXACLWcxar+qkYcgZ/40xqpc=,https://pdf.dfcfw.com/pdf/H3_AP202602121819904407_1.pdf
数码家电行业周度市场观察第7周,艾瑞股份,2026-02-11 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=1jj6tO9ONfIXGIMrgDt9lXL29kBa552yZtQpZVpB9Ks=,https://pdf.dfcfw.com/pdf/H3_AP202602111819880801_1.pdf
家电行业周报：25年全球TV出货面积略增，26年初面板价格小幅上行,国金证券,2026-02-08 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=laLmyrxo1oSiGrVFb48kwF9GsYE6cz92ztr4Q9G1J90=,https://pdf.dfcfw.com/pdf/H3_AP202602081819824507_1.pdf
家电行业周报：地产有望逐步企稳，关注地产后周期估值修复,华源证券,2026-02-08 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=laLmyrxo1oSiGrVFb48kwFHYAmvcwp5NKap4f6vElpc=,https://pdf.dfcfw.com/pdf/H3_AP202602081819824555_1.pdf
家居家电消费：最能提升居家幸福感的家电竟然是它？,58安居客房产研究院,2026-02-07 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=FFwGxktVYTpi1hxxfeJ7734vLdEYk5YJ+Nf/2YCgK0o=,https://pdf.dfcfw.com/pdf/H3_AP202602071819822653_1.pdf
数码家电行业周度市场观察第5周,艾瑞股份,2026-02-06 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xqcChq2sXK/UvLR0XunWJTA30GcWgt1lXVXB7AC6Sm4=,https://pdf.dfcfw.com/pdf/H3_AP202602061819815691_1.pdf
中国智能家电市场趋势洞察,益普索(中国)咨询,2026-02-06 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xqcChq2sXK/UvLR0XunWJZeFvmNmZtgheTL8ZiJsZEA=,https://pdf.dfcfw.com/pdf/H3_AP202602061819815163_1.pdf
家电行业2026年度信用风险展望（2026年1月）,联合资信评估,2026-02-05 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=XXPWChN6h48UCUdJZSuk2aJlrF+mBi1nfGSKsvQbnO0=,https://pdf.dfcfw.com/pdf/H3_AP202602051819791511_1.pdf
家生活行业,行吟信息科技,2026-02-03 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YE65Nzv4hDtw2Ic9QSC9I8ofhP4TnJ1pTCyDdiv9VjM=,https://pdf.dfcfw.com/pdf/H3_AP202602021819403579_1.pdf
家电行业2026年2月投资策略：原材料价格上涨对白电龙头影响有限，白电1-2月排产增速环比改善,国信证券,2026-02-02 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=YE65Nzv4hDtw2Ic9QSC9IzaYso5pTOKXAEMA5cUTvmY=,https://pdf.dfcfw.com/pdf/H3_AP202602021819395425_1.pdf
家电行业周报：AI Agent有望开启NAS成长新空间,华源证券,2026-02-01 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=y+eIPaz1gSrBcZmYngL6Kvni+DfhR6ZN+Az/9FcqAJQ=,https://pdf.dfcfw.com/pdf/H3_AP202602011819112672_1.pdf
家电行业周报：错期扰动致2月排产承压，白电出口韧性优于内销,国金证券,2026-02-01 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=y+eIPaz1gSrBcZmYngL6Khr2UsZBPiTGF15yVILacOc=,https://pdf.dfcfw.com/pdf/H3_AP202602011819081176_1.pdf
商社美护行业周报：泡泡玛特3.5亿港元连续回购，黄金价格连续上涨,国元证券,2026-01-28 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ikE04sL12nmO9bRYwlVPJL50ABmSGjfCEK3oXxcMdTU=,https://pdf.dfcfw.com/pdf/H3_AP202601281818493729_1.pdf
2025年肩颈按摩仪行业社媒趋势数据分析,数说故事,2026-01-27 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=ti0C8157FPcX743pDeeMGJHx7xTly43BynkvGWcF6E0=,https://pdf.dfcfw.com/pdf/H3_AP202601271818474952_1.pdf
家电行业双周报：AI+智能硬件快速落地，国货加速出海抢占全球份额,华源证券,2026-01-25 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8jQuetzjc5zgM1VH0ySlUnwPlEuXuV1qAYr94Wt8SQs=,https://pdf.dfcfw.com/pdf/H3_AP202601251818401373_1.pdf
家电行业周报：TCL拟与索尼成立合资公司，格局演变有望加速,国金证券,2026-01-25 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=8jQuetzjc5zgM1VH0ySlUsdxSXWV4y7hggKUXvNVzgs=,https://pdf.dfcfw.com/pdf/H3_AP202601251818399225_1.pdf
数码家电行业周度市场观察第3周,艾瑞股份,2026-01-23 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=woonG2wfySX9EQpnBXXmxhiFB81s+Em2yCzxzu75wI0=,https://pdf.dfcfw.com/pdf/H3_AP202601221818287775_1.pdf
家电行业日报：出口链：2025M12家电出口持续承压，吸尘器/电视+14/+5%,太平洋,2026-01-22 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=woonG2wfySX9EQpnBXXmxqIJHaUBSgVO7Xu5zRfSazk=,https://pdf.dfcfw.com/pdf/H3_AP202601221818237263_1.pdf
2025年全球清洁电器发展报告：市场成长长期向好 行业进化值得期待,腾景数研,2026-01-21 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=A8OCIkKQB8ePe63a8T4C0D2ecOes25NRb0RiMJ9FK5w=,https://pdf.dfcfw.com/pdf/H3_AP202601211818184015_1.pdf
2025年泡脚桶行业类目深度解析,数说故事,2026-01-20 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=lk2N7+6d3lbi/Ms1Aj8lH8PcWOxX08+UBP2W+aQMn/0=,https://pdf.dfcfw.com/pdf/H3_AP202601201818132854_1.pdf
家电行业周报（26年第3周）：12月家电内外销景气持续承压，美国家电需求回归稳健增长,国信证券,2026-01-19 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=9pB72vVM/uzl593cCjatHd6PhaxDEPapdQBEjj4yjlc=,https://pdf.dfcfw.com/pdf/H3_AP202601191818118349_1.pdf
家电行业周报：12月家电线上销售延续承压态势，静待国补资金到位,国金证券,2026-01-18 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=n1PLIhfneIFgzsdrLp2yEJOQKuh98RIFmKJ/dmb3M3o=,https://pdf.dfcfw.com/pdf/H3_AP202601181818068764_1.pdf
家用电器行业深度报告：泳池机器人：渗透空间广阔，关注技术壁垒已显+产品落地兑现的优质企业,开源证券,2026-01-16 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=xVp7WELMfZr8TFjL9Cctw7u+U77720ERQq+BOh+haWo=,https://pdf.dfcfw.com/pdf/H3_AP202601161817707276_1.pdf
商社美护行业周报：离岛免税迎“开门红”，爱美客注射用A型肉毒毒素获批,国元证券,2026-01-14 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=IlKKv3KaMlIRvoUT7rsNWUvtQNI0AMiHu251b+mwOJo=,https://pdf.dfcfw.com/pdf/H3_AP202601141817009373_1.pdf
2025年婴童小家电电商消费趋势,宁波知行合一信息技术咨询服务,2026-01-14 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kIwPO1Ct+MRZqqOkXrDevySfpfHRQUb6gh/PRpqdbGA=,https://pdf.dfcfw.com/pdf/H3_AP202601131816989534_1.pdf
家电行业2026年投资策略：基数承压，希冀仍存,西南证券,2026-01-13 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=kIwPO1Ct+MRZqqOkXrDev2goFU7P0JEuHGSgvilk8aU=,https://pdf.dfcfw.com/pdf/H3_AP202601131816971236_1.pdf
消费级3D打印行业专题：创意点亮生活，3D打印入万家,国信证券,2026-01-12 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=VtmUejrZ1Hq2VTFsELyqsijuDgAd6ImjEA9w7oEF5YY=,https://pdf.dfcfw.com/pdf/H3_AP202601121816953846_1.pdf
智控未来——继电器开启多场景渗透高速增长期 头豹词条报告系列,头豹研究院,2026-01-12 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=VtmUejrZ1Hq2VTFsELyqsozmnbwqT9IF9RyaFFAF6q0=,https://pdf.dfcfw.com/pdf/H3_AP202601121816951223_1.pdf
家电行业周报：2026年CES家电新品梳理,国金证券,2026-01-11 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=GXiXWtpteSOXX+ml9b3cq7Lv0Qzd21avi2PGMTn0h3o=,https://pdf.dfcfw.com/pdf/H3_AP202601111816922447_1.pdf
数码家电行业周度市场观察第53周,艾瑞股份,2026-01-10 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Vop7cteqKPwqH+c7kmo/LORedDqMBYytT27fha1/HXM=,https://pdf.dfcfw.com/pdf/H3_AP202601091816889753_1.pdf
家电行业2026年1月投资策略：2026年家电国补政策延续，有望拉动内销需求企稳回升,国信证券,2026-01-06 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dufd96+sA/vDE4TofWNcgJ+Bdb4I4tqRuYxp4Rr3zWk=,https://pdf.dfcfw.com/pdf/H3_AP202601061815893655_1.pdf
2025空调类目行业简析报告,上海嘉世营销咨询,2026-01-06 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=dufd96+sA/vDE4TofWNcgGda7b/+pan0OH+3Lg0czfU=,https://pdf.dfcfw.com/pdf/H3_AP202601061815873124_1.pdf
扫地机器人行业专题报告：创新竞逐全球市场，着眼未来布局生态,东海证券,2026-01-05 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=DZqyajsfmYh6UY8PYvToZlKG+UNEKgsV+f5OCUtmsAI=,https://pdf.dfcfw.com/pdf/H3_AP202601051815355161_1.pdf
2025中国高端家电市场趋势及创新洞察报告,国家电网,2025-12-31 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=0UMGqDnZbBqL2Ad6MHdmD+cz3dEgUIHLePWVX504ZUk=,https://pdf.dfcfw.com/pdf/H3_AP202512311811814286_1.pdf
家电行业研究：掘金欧美庭院经济，中国泳池机器人品牌加速出海,国金证券,2025-12-29 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=wJmoRmmifEjydfe/kPnTR8dhk3t9bAHV8wrkV8cpqHk=,https://pdf.dfcfw.com/pdf/H3_AP202512291810482573_1.pdf
家电行业周报：错期影响下空调1月排产反弹，冰冷新兴地区贡献增长,国金证券,2025-12-28 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=6XT6d6nxZNcP9JXS1dtw9kbx1DfQiwLPjL7UyIlbzW4=,https://pdf.dfcfw.com/pdf/H3_AP202512281809746919_1.pdf
家电行业2026年度策略：拥抱龙头，重视出海,国金证券,2025-12-26 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2xV1PvvT9zZfDSJyjy98JcUgTBPOBem8Y+lETKRIyeA=,https://pdf.dfcfw.com/pdf/H3_AP202512261808349039_1.pdf
数码家电行业周度市场观察第51周,艾瑞股份,2025-12-25 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MKF7cC+MZ9vDOQWsqD7ZgvvuxXQSAjWouYBANFwDJxg=,https://pdf.dfcfw.com/pdf/H3_AP202512251807984234_1.pdf
家用电器行业简评：扫地机器人：海外市场格局迈入新阶段，期待2026CES引领技术风向,东海证券,2025-12-25 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MKF7cC+MZ9vDOQWsqD7Zgm68rLcLl/QDphsQMUrPi2g=,https://pdf.dfcfw.com/pdf/H3_AP202512251807875251_1.pdf
2025扫地机器人市场报告,艺恩数据,2025-12-25 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MKF7cC+MZ9vDOQWsqD7Zgit8V/Y/G8sZ6yewn2nAIzg=,https://pdf.dfcfw.com/pdf/H3_AP202512251807846300_1.pdf
家电行业：2025中国高端家电市场趋势及创新洞察,尼尔森,2025-12-25 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MKF7cC+MZ9vDOQWsqD7ZggrcXhoVT8sb1jXXq89PyRU=,https://pdf.dfcfw.com/pdf/H3_AP202512251807685413_1.pdf
商社美护行业周报：海南自贸港正式封关，服务零售增速环比提速,国元证券,2025-12-24 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CMNyBMDustpJ2jwxRv7fxV7/uK2dUHEnvWZmRip0s+o=,https://pdf.dfcfw.com/pdf/H3_AP202512241807221581_1.pdf
家电行业日报：出口链：2025M11家电出口跌幅收窄，洗衣机/吸尘器+16/+15%,太平洋,2025-12-24 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=CMNyBMDustpJ2jwxRv7fxdRkjuoO/9sX3JZL50haRPI=,https://pdf.dfcfw.com/pdf/H3_AP202512241806988933_1.pdf
家电行业周报（25年第51周）：11月家电零售表现筑底，冰洗出口增速有所改善,国信证券,2025-12-22 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=/3mWTBCzbS3S7/Zc46MWFJmPOlO1+kOIjkGm1gd/So0=,https://pdf.dfcfw.com/pdf/H3_AP202512221805931211_1.pdf
家电行业周报：11月家电社零偏弱，26年1月错期影响下空调排产反弹,国金证券,2025-12-21 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SEAYpqX0aQR/cH+ISuzDB9/0bBUCYUrzt9/nAG1Y2b8=,https://pdf.dfcfw.com/pdf/H3_AP202512211805192968_1.pdf
2025中国电器电子产品生产者责任延伸实施情况年度报告,中国家用电器研究院,2025-12-21 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=SEAYpqX0aQR/cH+ISuzDBxtFVcCdfpaW06Qg2ZKvB+0=,https://pdf.dfcfw.com/pdf/H3_AP202512211805062968_1.pdf
家电行业2026年投资策略：逆风莫摧残，挖掘定价权,华源证券,2025-12-19 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=zorQnGnwZF4MD2eyEoD+tgxE8nNifiF60iy2xRgQT70=,https://pdf.dfcfw.com/pdf/H3_AP202512191803820711_1.pdf
家电行业周报：26年家电国补有望延续，11月线上需求有所承压,国金证券,2025-12-14 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=UuMiCa57Dzl2XEUqskt5guLXDIdkwmiMOVwbPQnfTEE=,https://pdf.dfcfw.com/pdf/H3_AP202512141800257467_1.pdf
数码家电行业周度市场观察第49周,艾瑞股份,2025-12-13 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=NRB18F/sLmkGIWMyurzq0scTeiEQOfyZ7oDv8U1ZEns=,https://pdf.dfcfw.com/pdf/H3_AP202512121799196835_1.pdf
3C家电行业：2025虎啸年度洞察报告,江苏虎啸文化传媒,2025-12-12 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=NRB18F/sLmkGIWMyurzq0jRISKfJ1i7UhtET+LCIKnI=,https://pdf.dfcfw.com/pdf/H3_AP202512121799109797_1.pdf
2025双11家电品类消费者趋势洞察,上海库润信息技术,2025-12-12 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=NRB18F/sLmkGIWMyurzq0s9r/w72/kD/HsmNEELznVA=,https://pdf.dfcfw.com/pdf/H3_AP202512121799109293_1.pdf
家电行业周报（25年第49周）：石头科技黑五大促实现强劲增长，传统扫地机巨头iRobot面临危机,国信证券,2025-12-09 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MrPjTj36C6tPERUlBhSkPCcvlOqd+AWGJUxSBgRapfg=,https://pdf.dfcfw.com/pdf/H3_AP202512091796777258_1.pdf
小家电类目2025年11月社媒热度趋势与热点解析,数说故事,2025-12-09 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=MrPjTj36C6tPERUlBhSkPFDeyntuJfHJyzUXomctLdY=,https://pdf.dfcfw.com/pdf/H3_AP202512091797114090_1.pdf
家电行业周报：杉川收购iRobot债务，全球格局持续演变,国金证券,2025-12-07 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=+TYL+d7ki2rnxRIuePo1fjm35UC8j3U7B6laLrCEQTY=,https://pdf.dfcfw.com/pdf/H3_AP202512071795719867_1.pdf
数码家电行业周度市场观察第47周,艾瑞股份,2025-12-03 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oEtsPwp+DnHVNDKpZgu8cdqyq5w/GAqqn0HGOrgNn6s=,https://pdf.dfcfw.com/pdf/H3_AP202512031793353834_1.pdf
家电行业周报（25年第47周）：10月家电内外销表现承压，12月空调出口排产降幅收窄,国信证券,2025-11-24 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=00ylwMhJiAk1Ftiu8lE6dSmBxo5KmljYU8dfiW4trRA=,https://pdf.dfcfw.com/pdf/H3_AP202511241787453138_1.pdf
家电行业周报：10月家电出口有所承压，新兴市场维持稳健增长,国金证券,2025-11-23 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Glnla3Q4EgdtXL1+3OVKQJlZ+LipIjPV3pUCBddVt2w=,https://pdf.dfcfw.com/pdf/H3_AP202511231786814337_1.pdf
家电行业日报：出口链：2025M10家电出口普遍承压，洗衣机逆势增长,太平洋,2025-11-23 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=Glnla3Q4EgdtXL1+3OVKQFBPG80j7aPV6oexQK0F5G4=,https://pdf.dfcfw.com/pdf/H3_AP202511231786765311_1.pdf
商社美护行业周报：双十一大促落幕，十月社零同比增速2.9%,国元证券,2025-11-19 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=pAcXU3mZEPR/be7pEpGqmLhxpLukUDpK38pAymg1n1o=,https://pdf.dfcfw.com/pdf/H3_AP202511191784107163_1.pdf
家用电器行业专题：岁寒迎春来，抓住白电底部布局机遇期,国信证券,2025-11-16 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=TS/eFo2Fq/Knc+rjQ9i+3cyRdmelOOgHwXh37s6u0vY=,https://pdf.dfcfw.com/pdf/H3_AP202511151781893783_1.pdf
商社美护行业周报：10月CPI表现超预期，离岛免税新政落地海南免税消费市场升温,国元证券,2025-11-12 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=P9SYBxoIWTpGXdgMHwt7GsdUlvc9NzFJmyxpw/hiW/M=,https://pdf.dfcfw.com/pdf/H3_AP202511121779730524_1.pdf
家用电器行业简评：扫地机器人内销基数影响显现，关注海外拓展及新品类布局,东海证券,2025-11-12 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=J3TeoI0nJyrktVM2xZFkn6iTSfTvlQX74Arnzmi1uF4=,https://pdf.dfcfw.com/pdf/H3_AP202511111779479934_1.pdf
数码家电行业周度市场观察第43周,艾瑞股份,2025-11-11 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=J3TeoI0nJyrktVM2xZFkn+fPQc/wlSmq7noss44lo7c=,https://pdf.dfcfw.com/pdf/H3_AP202511111779419291_1.pdf
家电行业财报综述暨11月投资策略：白电及小家电板块增长良好，龙头韧性充足,国信证券,2025-11-11 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=J3TeoI0nJyrktVM2xZFkn83ViLUzxjBfJM369XUYfH4=,https://pdf.dfcfw.com/pdf/H3_AP202511111779364895_1.pdf
2025中国家庭品牌消费趋势报告：生活小家电篇,上海迈迪企业管理咨询,2025-11-03 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2R2GwUSzqkpYR1CTmpKwIgryqkMRJkR22GRZtFa8Kbo=,https://pdf.dfcfw.com/pdf/H3_AP202511021773654262_1.pdf
数码家电行业周度市场观察第45周,艾瑞股份,2025-11-02 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=oEtsPwp+DnHVNDKpZgu8cVzVPl1aAzW1oh0yj6aKwMQ=,https://pdf.dfcfw.com/pdf/H3_AP202512031793353789_1.pdf
家电行业25年三季报总结：板块有所分化，龙头经营稳健,国金证券,2025-11-02 00:00:00.000,白色家电,https://data.eastmoney.com/report/zw_industry.jshtml?encodeUrl=2R2GwUSzqkpYR1CTmpKwIpANqwNsOJnXF8qfR55k/4Y=,https://pdf.dfcfw.com/pdf/H3_AP202511021773844968_1.pdf
